fname,labels,mids,split
147867,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",val
380840,"Shatter,Walk_and_footsteps,Chirp_and_tweet,Chink_and_clink,Glass,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07rn7sz,/m/07pbtc8,/m/07pggtn,/m/07q7njn,/m/039jq,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",val
204777,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",val
321143,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",val
202093,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
326422,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
276938,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
276939,"Shatter,Glass","/m/07rn7sz,/m/039jq",val
17146,"Whispering,Chuckle_and_chortle,Giggle,Sigh,Crackle,Glass,Human_voice,Laughter,Fire","/m/02rtxlg,/m/07rgt08,/m/07r660_,/m/07plz5l,/m/07pzfmf,/m/039jq,/m/09l8g,/m/01j3sz,/m/02_41",
154466,"Crushing,Glass","/m/07plct2,/m/039jq",
98650,"Male_speech_and_man_speaking,Shatter,Speech,Human_voice,Glass","/m/05zppz,/m/07rn7sz,/m/09x0r,/m/09l8g,/m/039jq",
320167,"Male_speech_and_man_speaking,Shatter,Whispering,Speech,Human_voice,Glass","/m/05zppz,/m/07rn7sz,/m/02rtxlg,/m/09x0r,/m/09l8g,/m/039jq",
232176,"Male_speech_and_man_speaking,Shatter,Speech,Human_voice,Glass","/m/05zppz,/m/07rn7sz,/m/09x0r,/m/09l8g,/m/039jq",
336425,"Shatter,Chink_and_clink,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/07qnq_y,/m/039jq",
343756,"Shatter,Glass","/m/07rn7sz,/m/039jq",
98054,"Shatter,Glass","/m/07rn7sz,/m/039jq",
392319,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
315647,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
144115,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
356312,"Shatter,Glass","/m/07rn7sz,/m/039jq",
29712,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
330800,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
386906,"Shatter,Glass","/m/07rn7sz,/m/039jq",
378568,"Shatter,Glass","/m/07rn7sz,/m/039jq",
171998,"Shatter,Glass","/m/07rn7sz,/m/039jq",
78484,"Shatter,Chink_and_clink,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/07qnq_y,/m/039jq",
204185,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
116329,"Shatter,Glass","/m/07rn7sz,/m/039jq",
341070,"Shatter,Glass","/m/07rn7sz,/m/039jq",
172000,"Shatter,Dishes_and_pots_and_pans,Glass,Domestic_sounds_and_home_sounds","/m/07rn7sz,/m/04brg2,/m/039jq,/t/dd00071",
338691,"Shatter,Glass","/m/07rn7sz,/m/039jq",
257642,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
112213,"Shatter,Glass","/m/07rn7sz,/m/039jq",
376462,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
86324,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
366595,"Shatter,Glass","/m/07rn7sz,/m/039jq",
177959,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
978,"Shatter,Glass","/m/07rn7sz,/m/039jq",
33629,"Shatter,Glass","/m/07rn7sz,/m/039jq",
59263,"Shatter,Glass","/m/07rn7sz,/m/039jq",
34201,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
396270,"Shatter,Fire,Boom,Glass,Explosion","/m/07rn7sz,/m/02_41,/m/07qqyl4,/m/039jq,/m/014zdl",
136629,"Shatter,Chink_and_clink,Engine,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/02mk9,/m/07qnq_y,/m/039jq",
77529,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
406112,"Shatter,Chirp_and_tweet,Glass,Bird_vocalization_and_bird_call_and_bird_song,Bird,Wild_animals,Animal","/m/07rn7sz,/m/07pggtn,/m/039jq,/m/020bb7,/m/015p6,/m/01280g,/m/0jbk",
267889,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
422633,"Shatter,Glass","/m/07rn7sz,/m/039jq",
414047,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
20133,"Shatter,Rattle,Glass","/m/07rn7sz,/m/07qn4z3,/m/039jq",
155620,"Shatter,Glass","/m/07rn7sz,/m/039jq",
77534,"Shatter,Glass","/m/07rn7sz,/m/039jq",
347648,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
141563,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
171996,"Shatter,Thump_and_thud,Glass","/m/07rn7sz,/m/07qnq_y,/m/039jq",
267573,"Shatter,Female_speech_and_woman_speaking,Crushing,Glass,Speech,Human_voice","/m/07rn7sz,/m/02zsn,/m/07plct2,/m/039jq,/m/09x0r,/m/09l8g",
388526,"Shatter,Chink_and_clink,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/07qnq_y,/m/039jq",
326565,"Shatter,Chink_and_clink,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/07qnq_y,/m/039jq",
208656,"Shatter,Engine,Truck,Mechanisms,Glass,Motor_vehicle_(road),Vehicle","/m/07rn7sz,/m/02mk9,/m/07r04,/t/dd00077,/m/039jq,/m/012f08,/m/07yv9",
315648,"Shatter,Chink_and_clink,Crushing,Glass","/m/07rn7sz,/m/07q7njn,/m/07plct2,/m/039jq",
342568,"Shatter,Explosion,Glass","/m/07rn7sz,/m/014zdl,/m/039jq",
32880,"Shatter,Glass","/m/07rn7sz,/m/039jq",
338692,"Shatter,Glass","/m/07rn7sz,/m/039jq",
217172,"Shatter,Squeak,Dishes_and_pots_and_pans,Screaming,Crowd,Zipper_(clothing),Slam,Child_speech_and_kid_speaking,Chink_and_clink,Crying_and_sobbing,Glass,Door,Domestic_sounds_and_home_sounds,Human_voice,Human_group_actions,Speech","/m/07rn7sz,/m/07q6cd_,/m/04brg2,/m/03qc9zr,/m/03qtwd,/m/01s0vc,/m/07rjzl8,/m/0ytgt,/m/07q7njn,/m/0463cq4,/m/039jq,/m/02dgv,/t/dd00071,/m/09l8g,/t/dd00012,/m/09x0r",
186767,"Shatter,Glass","/m/07rn7sz,/m/039jq",
90386,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
182896,"Shatter,Thump_and_thud,Glass","/m/07rn7sz,/m/07qnq_y,/m/039jq",
98055,"Shatter,Glass","/m/07rn7sz,/m/039jq",
98378,"Shatter,Glass","/m/07rn7sz,/m/039jq",
34202,"Shatter,Glass","/m/07rn7sz,/m/039jq",
77533,"Shatter,Glass","/m/07rn7sz,/m/039jq",
980,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
77530,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
361341,"Shatter,Chink_and_clink,Explosion,Glass","/m/07rn7sz,/m/07q7njn,/m/014zdl,/m/039jq",
106881,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
409297,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
385946,"Shatter,Rattle,Whoosh_and_swoosh_and_swish,Chink_and_clink,Alarm,Boom,Glass,Explosion","/m/07rn7sz,/m/07qn4z3,/m/07rqsjt,/m/07q7njn,/m/07pp_mv,/m/07qqyl4,/m/039jq,/m/014zdl",
404923,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
77531,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
37789,"Shatter,Accelerating_and_revving_and_vroom,Gunshot_and_gunfire,Car,Glass,Explosion,Motor_vehicle_(road),Vehicle,Engine","/m/07rn7sz,/m/07q2z82,/m/032s66,/m/0k4j,/m/039jq,/m/014zdl,/m/012f08,/m/07yv9,/m/02mk9",
981,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
209996,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
382732,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
366738,"Shatter,Glass","/m/07rn7sz,/m/039jq",
343391,"Shatter,Boom,Glass,Explosion","/m/07rn7sz,/m/07qqyl4,/m/039jq,/m/014zdl",
977,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
346173,"Shatter,Rattle,Chink_and_clink,Glass","/m/07rn7sz,/m/07qn4z3,/m/07q7njn,/m/039jq",
352746,"Shatter,Glass","/m/07rn7sz,/m/039jq",
338694,"Shatter,Glass","/m/07rn7sz,/m/039jq",
367448,"Shatter,Thump_and_thud,Glass","/m/07rn7sz,/m/07qnq_y,/m/039jq",
189575,"Shatter,Glass","/m/07rn7sz,/m/039jq",
77528,"Shatter,Glass","/m/07rn7sz,/m/039jq",
171994,"Shatter,Glass","/m/07rn7sz,/m/039jq",
427788,"Shatter,Glass","/m/07rn7sz,/m/039jq",
51734,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
422240,"Shatter,Hammer,Glass,Tools","/m/07rn7sz,/m/03l9g,/m/039jq,/m/07k1x",
231297,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
369070,"Shatter,Glass","/m/07rn7sz,/m/039jq",
979,"Shatter,Chink_and_clink,Glass","/m/07rn7sz,/m/07q7njn,/m/039jq",
391327,"Shatter,Glass","/m/07rn7sz,/m/039jq",
97669,"Shatter,Glass","/m/07rn7sz,/m/039jq",
197261,"Shatter,Chink_and_clink,Thump_and_thud,Glass","/m/07rn7sz,/m/07q7njn,/m/07qnq_y,/m/039jq",
159462,"Shatter,Glass","/m/07rn7sz,/m/039jq",
141515,"Shatter,Crushing,Glass","/m/07rn7sz,/m/07plct2,/m/039jq",
315646,"Shatter,Glass","/m/07rn7sz,/m/039jq",
407589,"Shatter,Glass","/m/07rn7sz,/m/039jq",
407431,"Shatter,Glass","/m/07rn7sz,/m/039jq",
222763,"Squeak,Rattle,Slam,Chink_and_clink,Door,Domestic_sounds_and_home_sounds,Glass","/m/07q6cd_,/m/07qn4z3,/m/07rjzl8,/m/07q7njn,/m/02dgv,/t/dd00071,/m/039jq",
172364,"Rattle,Screech,Walk_and_footsteps,Run,Slam,Traffic_noise_and_roadway_noise,Chink_and_clink,Door,Domestic_sounds_and_home_sounds,Motor_vehicle_(road),Vehicle,Glass","/m/07qn4z3,/m/07q8k13,/m/07pbtc8,/m/06h7j,/m/07rjzl8,/m/0btp2,/m/07q7njn,/m/02dgv,/t/dd00071,/m/012f08,/m/07yv9,/m/039jq",
209979,"Walk_and_footsteps,Slam,Chink_and_clink,Door,Domestic_sounds_and_home_sounds,Glass","/m/07pbtc8,/m/07rjzl8,/m/07q7njn,/m/02dgv,/t/dd00071,/m/039jq",
327668,"Dishes_and_pots_and_pans,Chink_and_clink,Crushing,Domestic_sounds_and_home_sounds,Glass","/m/04brg2,/m/07q7njn,/m/07plct2,/t/dd00071,/m/039jq",
365987,"Crack,Chink_and_clink,Crushing,Glass","/m/07qs1cx,/m/07q7njn,/m/07plct2,/m/039jq",
138961,"Chink_and_clink,Crackle,Aircraft,Vehicle,Glass","/m/07q7njn,/m/07pzfmf,/m/0k5j,/m/07yv9,/m/039jq",
96927,"Chink_and_clink,Crushing,Glass","/m/07q7njn,/m/07plct2,/m/039jq",
