fname,labels,mids,split,audio_path
352184,"Crack,Wood","/m/07qs1cx,/m/083vt",train,data/FSD50K/FSD50K.dev_audio_16k/
366895,"Scissors,Tearing,Human_group_actions,Domestic_sounds_and_home_sounds","/m/01lsmm,/m/07qcx4z,/t/dd00012,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
77552,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
71799,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
68715,"Dishes_and_pots_and_pans,Cupboard_open_or_close,Domestic_sounds_and_home_sounds","/m/04brg2,/m/0642b4,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
194663,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
266949,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
234222,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
69959,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
336572,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
144890,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
141131,Tearing,/m/07qcx4z,,data/FSD50K/FSD50K.eval_audio_16k/
233288,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
201251,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
275494,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
89385,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
85691,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
405387,"Packing_tape_and_duct_tape,Tearing,Domestic_sounds_and_home_sounds","/m/05mxj0q,/m/07qcx4z,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
349282,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
208903,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
215971,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
137252,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
276101,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
424994,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
77563,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
97527,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
326457,Crackle,/m/07pzfmf,,data/FSD50K/FSD50K.eval_audio_16k/
125065,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
13844,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
179013,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
85131,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
378320,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
17874,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
118808,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
178079,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
328049,"Coin_(dropping),Male_speech_and_man_speaking,Wood,Domestic_sounds_and_home_sounds,Speech,Human_voice","/m/0242l,/m/05zppz,/m/083vt,/t/dd00071,/m/09x0r,/m/09l8g",,data/FSD50K/FSD50K.eval_audio_16k/
278876,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
16385,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
94251,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
33919,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
166258,"Cricket,Crackle,Insect,Wild_animals,Animal","/m/09xqv,/m/07pzfmf,/m/03vt0,/m/01280g,/m/0jbk",,data/FSD50K/FSD50K.eval_audio_16k/
412383,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
188396,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
276171,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
267003,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/023pjk,/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
94198,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
216926,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
405531,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
263609,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
179022,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
172622,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
325179,"Crackle,Fire","/m/07pzfmf,/m/02_41",,data/FSD50K/FSD50K.eval_audio_16k/
378287,"Crack,Wood","/m/07qs1cx,/m/083vt",train,data/FSD50K/FSD50K.dev_audio_16k/
336983,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
324760,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
413035,"Crack,Wood","/m/07qs1cx,/m/083vt",,data/FSD50K/FSD50K.eval_audio_16k/
86141,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
365328,Crumpling_and_crinkling,/t/dd00112,val,data/FSD50K/FSD50K.dev_audio_16k/
197866,"Cutlery_and_silverware,Knock,Domestic_sounds_and_home_sounds,Door","/m/023pjk,/m/07r4wb8,/t/dd00071,/m/02dgv",val,data/FSD50K/FSD50K.dev_audio_16k/
433669,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
25308,"Chatter,Keys_jangling,Laughter,Music,Human_group_actions,Human_voice,Domestic_sounds_and_home_sounds","/m/07rkbfh,/m/03v3yw,/m/01j3sz,/m/04rlf,/t/dd00012,/m/09l8g,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
327549,Crushing,/m/07plct2,,data/FSD50K/FSD50K.eval_audio_16k/
408719,"Frying_(food),Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/0dxrf,/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
98205,"Crackle,Fire","/m/07pzfmf,/m/02_41",val,data/FSD50K/FSD50K.dev_audio_16k/
7720,Crushing,/m/07plct2,val,data/FSD50K/FSD50K.dev_audio_16k/
321200,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
390175,"Crumpling_and_crinkling,Crushing","/t/dd00112,/m/07plct2",,data/FSD50K/FSD50K.eval_audio_16k/
354097,"Crack,Crackle,Wood","/m/07qs1cx,/m/07pzfmf,/m/083vt",train,data/FSD50K/FSD50K.dev_audio_16k/
393473,Tearing,/m/07qcx4z,,data/FSD50K/FSD50K.eval_audio_16k/
71935,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
184736,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
223341,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
41509,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
71813,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
17502,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
408057,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
70108,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
399219,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
349277,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
94206,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
50043,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
50048,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
50820,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
140895,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
366112,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
197179,Crumpling_and_crinkling,/t/dd00112,val,data/FSD50K/FSD50K.dev_audio_16k/
208948,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
59713,"Crackle,Crushing","/m/07pzfmf,/m/07plct2",val,data/FSD50K/FSD50K.dev_audio_16k/
77567,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
77539,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
232557,"Coin_(dropping),Human_voice,Domestic_sounds_and_home_sounds","/m/0242l,/m/09l8g,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
172626,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
32600,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
77578,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
420558,"Crackle,Crushing","/m/07pzfmf,/m/07plct2",,data/FSD50K/FSD50K.eval_audio_16k/
402759,"Crack,Hands","/m/07qs1cx,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
428863,"Frying_(food),Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/0dxrf,/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
237406,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
328425,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
109398,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
353793,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
276114,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
350700,Crushing,/m/07plct2,,data/FSD50K/FSD50K.eval_audio_16k/
11581,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
136991,"Male_speech_and_man_speaking,Cutlery_and_silverware,Chatter,Hiss,Laughter,Musical_instrument,Speech,Human_voice,Domestic_sounds_and_home_sounds,Human_group_actions,Music","/m/05zppz,/m/023pjk,/m/07rkbfh,/m/07rjwbb,/m/01j3sz,/m/04szw,/m/09x0r,/m/09l8g,/t/dd00071,/t/dd00012,/m/04rlf",,data/FSD50K/FSD50K.eval_audio_16k/
253618,"Chewing_and_mastication,Crushing","/m/03cczk,/m/07plct2",train,data/FSD50K/FSD50K.dev_audio_16k/
426256,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
196349,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
64327,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
391285,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
362966,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
33854,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
278226,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
82376,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
208938,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
208933,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
10423,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
336592,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
93184,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
336195,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
431211,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
208768,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
71801,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
348937,"Crack,Crackle","/m/07qs1cx,/m/07pzfmf",train,data/FSD50K/FSD50K.dev_audio_16k/
427911,Tearing,/m/07qcx4z,,data/FSD50K/FSD50K.eval_audio_16k/
152992,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
29877,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
137256,Tearing,/m/07qcx4z,val,data/FSD50K/FSD50K.dev_audio_16k/
324690,Tearing,/m/07qcx4z,val,data/FSD50K/FSD50K.dev_audio_16k/
258074,"Keys_jangling,Human_group_actions,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00012,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
325682,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
341805,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
93160,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
208919,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
322427,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
85121,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
329033,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
215972,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
352207,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
12864,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/023pjk,/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
327142,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
13842,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
157152,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
244481,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
319532,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
387897,"Crack,Hands","/m/07qs1cx,/m/0k65p",,data/FSD50K/FSD50K.eval_audio_16k/
218912,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
13509,"Coin_(dropping),Walk_and_footsteps,Chatter,Domestic_sounds_and_home_sounds,Human_group_actions","/m/0242l,/m/07pbtc8,/m/07rkbfh,/t/dd00071,/t/dd00012",,data/FSD50K/FSD50K.eval_audio_16k/
276200,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
423009,"Screech,Crackle,Wind,Fire","/m/07q8k13,/m/07pzfmf,/m/03m9d0z,/m/02_41",,data/FSD50K/FSD50K.eval_audio_16k/
13851,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
142592,Crumpling_and_crinkling,/t/dd00112,,data/FSD50K/FSD50K.eval_audio_16k/
196563,"Cutlery_and_silverware,Whoosh_and_swoosh_and_swish,Wood,Thump_and_thud,Domestic_sounds_and_home_sounds","/m/023pjk,/m/07rqsjt,/m/083vt,/m/07qnq_y,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
261389,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
135636,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
212398,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
85693,Tearing,/m/07qcx4z,,data/FSD50K/FSD50K.eval_audio_16k/
377956,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
352190,"Crack,Wood","/m/07qs1cx,/m/083vt",train,data/FSD50K/FSD50K.dev_audio_16k/
65292,"Cutlery_and_silverware,Chatter,Tick-tock,Chime,Domestic_sounds_and_home_sounds,Bell,Human_group_actions,Clock,Mechanisms","/m/023pjk,/m/07rkbfh,/m/07qjznl,/m/0f8s22,/t/dd00071,/m/0395lw,/t/dd00012,/m/01x3z,/t/dd00077",,data/FSD50K/FSD50K.eval_audio_16k/
379059,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
407718,Crumpling_and_crinkling,/t/dd00112,val,data/FSD50K/FSD50K.dev_audio_16k/
187985,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
336575,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
209582,Crackle,/m/07pzfmf,val,data/FSD50K/FSD50K.dev_audio_16k/
276190,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
77576,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
90956,"Crack,Crushing","/m/07qs1cx,/m/07plct2",train,data/FSD50K/FSD50K.dev_audio_16k/
127558,"Rattle,Keys_jangling,Domestic_sounds_and_home_sounds","/m/07qn4z3,/m/03v3yw,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
255332,"Crackle,Fire","/m/07pzfmf,/m/02_41",train,data/FSD50K/FSD50K.dev_audio_16k/
342431,Crackle,/m/07pzfmf,,data/FSD50K/FSD50K.eval_audio_16k/
181771,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
336198,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
325936,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
134025,Crushing,/m/07plct2,,data/FSD50K/FSD50K.eval_audio_16k/
336589,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
96166,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
136495,Tearing,/m/07qcx4z,val,data/FSD50K/FSD50K.dev_audio_16k/
211003,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
362272,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
235594,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
277741,Tearing,/m/07qcx4z,,data/FSD50K/FSD50K.eval_audio_16k/
339990,"Male_speech_and_man_speaking,Female_speech_and_woman_speaking,Keys_jangling,Conversation,Speech,Human_voice,Domestic_sounds_and_home_sounds","/m/05zppz,/m/02zsn,/m/03v3yw,/m/01h8n0,/m/09x0r,/m/09l8g,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
276170,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
323755,Crumpling_and_crinkling,/t/dd00112,train,data/FSD50K/FSD50K.dev_audio_16k/
398981,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
164469,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
30545,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
47140,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
50735,"Cutlery_and_silverware,Drawer_open_or_close,Domestic_sounds_and_home_sounds","/m/023pjk,/m/0fqfqc,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
417452,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
232841,Crackle,/m/07pzfmf,,data/FSD50K/FSD50K.eval_audio_16k/
219520,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
102695,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
190076,Crackle,/m/07pzfmf,train,data/FSD50K/FSD50K.dev_audio_16k/
402723,Crackle,/m/07pzfmf,val,data/FSD50K/FSD50K.dev_audio_16k/
336200,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
94246,Crack,/m/07qs1cx,train,data/FSD50K/FSD50K.dev_audio_16k/
332558,Crackle,/m/07pzfmf,,data/FSD50K/FSD50K.eval_audio_16k/
328130,"Tap,Keys_jangling,Wood,Domestic_sounds_and_home_sounds","/m/07qcpgn,/m/03v3yw,/m/083vt,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
114188,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
95005,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
68902,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
180991,"Cutlery_and_silverware,Tap,Domestic_sounds_and_home_sounds","/m/023pjk,/m/07qcpgn,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
97532,"Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/04brg2,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
411179,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
336630,Crushing,/m/07plct2,train,data/FSD50K/FSD50K.dev_audio_16k/
175520,"Cutlery_and_silverware,Domestic_sounds_and_home_sounds","/m/023pjk,/t/dd00071",,data/FSD50K/FSD50K.eval_audio_16k/
363090,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
395745,"Cutlery_and_silverware,Dishes_and_pots_and_pans,Domestic_sounds_and_home_sounds","/m/023pjk,/m/04brg2,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
77538,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
326421,"Keys_jangling,Domestic_sounds_and_home_sounds","/m/03v3yw,/t/dd00071",val,data/FSD50K/FSD50K.dev_audio_16k/
400112,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
349281,"Coin_(dropping),Domestic_sounds_and_home_sounds","/m/0242l,/t/dd00071",train,data/FSD50K/FSD50K.dev_audio_16k/
172623,Tearing,/m/07qcx4z,train,data/FSD50K/FSD50K.dev_audio_16k/
